,cement,slag,flyash,water,superplasticizer,coarseaggregate,fineaggregate,age,csMPa
382,500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,67.57
383,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,100,40.57
384,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100,56.74
385,141.9,166.6,129.7,173.5,10.9,882.6,785.3,28,44.61
386,304.0,140.0,0.0,214.0,6.0,895.0,722.0,28,33.42
387,202.0,11.0,141.0,206.0,1.7,942.0,801.0,56,23.25
388,393.0,0.0,0.0,192.0,0.0,940.0,758.0,90,48.79
389,387.0,20.0,94.0,157.0,14.3,938.0,845.0,3,22.75
390,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56,47.13
391,333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,41.68
392,250.0,180.0,95.0,159.0,9.5,860.0,800.0,28,67.87
393,295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,25.22
394,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,50.77
395,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,28,44.64
396,475.0,118.8,0.0,181.1,8.9,852.1,781.5,7,55.6
397,266.0,112.0,87.0,178.0,10.0,910.0,745.0,28,39.42
398,355.9,0.0,141.6,193.3,11.0,801.4,778.4,28,40.87
399,424.0,22.0,132.0,178.0,8.5,822.0,750.0,56,65.7
400,325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7,17.54
401,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,56,38.56
402,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96
403,272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7,19.77
404,385.0,0.0,0.0,186.0,0.0,966.0,763.0,3,14.7
405,143.6,0.0,174.9,158.4,17.9,942.7,844.5,28,15.42
406,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,14,17.82
407,380.0,95.0,0.0,228.0,0.0,932.0,594.0,90,40.56
408,469.0,117.2,0.0,137.8,32.2,852.1,840.5,91,70.7
409,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56,43.5
410,307.0,0.0,0.0,193.0,0.0,968.0,812.0,90,32.92
411,145.0,116.0,119.0,184.0,5.7,833.0,880.0,28,29.16
412,480.0,0.0,0.0,192.0,0.0,936.2,712.2,3,24.4
413,252.3,0.0,98.8,146.3,14.2,987.8,889.0,100,60.95
414,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,19.69
415,522.0,0.0,0.0,146.0,0.0,896.0,896.0,28,74.99
416,374.0,189.2,0.0,170.1,10.1,926.1,756.7,7,46.2
417,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100,35.34
418,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56,56.85
419,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,14,32.9
420,154.0,144.0,112.0,220.0,10.0,923.0,658.0,28,16.5
421,254.0,0.0,0.0,198.0,0.0,968.0,863.0,90,26.94
422,337.9,189.0,0.0,174.9,9.5,944.7,755.8,7,35.1
423,439.0,177.0,0.0,186.0,11.1,884.9,707.9,56,71.7
424,166.0,259.7,0.0,183.2,12.7,858.8,826.8,28,37.92
425,439.0,177.0,0.0,186.0,11.1,884.9,707.9,7,56.1
426,237.5,237.5,0.0,228.0,0.0,932.0,594.0,28,30.08
427,401.8,94.7,0.0,147.4,11.4,946.8,852.1,7,54.1
428,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,61.99
429,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,38.6
430,250.0,0.0,95.7,191.8,5.3,948.9,857.2,28,27.22
431,295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7,14.84
432,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,28,45.94
433,160.2,188.0,146.4,203.2,11.3,828.7,709.7,28,35.31
434,250.0,0.0,95.7,187.4,5.5,956.9,861.2,3,13.82
435,313.0,145.0,0.0,178.0,8.0,867.0,824.0,28,44.39
436,275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28,24.5
437,322.0,0.0,0.0,203.0,0.0,974.0,800.0,180,29.59
438,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3,14.4
439,276.4,116.0,90.3,179.6,8.9,870.1,768.3,28,44.28
440,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2
441,317.9,0.0,126.5,209.7,5.7,860.5,736.6,28,40.06
442,305.0,0.0,100.0,196.0,10.0,959.0,705.0,28,30.12
443,356.0,0.0,142.0,193.0,11.0,801.0,778.0,28,40.87
444,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3
445,203.5,305.3,0.0,203.5,0.0,963.4,630.0,90,51.86
446,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,14,23.51
447,102.0,153.0,0.0,192.0,0.0,887.0,942.0,3,4.57
448,374.0,189.2,0.0,170.1,10.1,926.1,756.7,3,34.4
449,350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7,20.28
450,236.0,0.0,0.0,193.0,0.0,968.0,885.0,365,25.08
451,305.3,203.5,0.0,203.5,0.0,965.4,631.0,3,14.14
452,149.0,117.6,91.7,182.9,7.1,953.4,780.3,28,23.52
453,260.0,101.0,78.0,171.0,10.0,936.0,763.0,28,49.77
454,238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,17.54
455,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7,33.21
456,318.8,212.5,0.0,155.7,14.3,852.1,880.4,28,55.5
457,149.0,139.0,109.0,193.0,6.0,892.0,780.0,28,23.69
458,540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28,61.89
459,102.0,153.0,0.0,192.0,0.0,887.0,942.0,7,7.68
460,480.0,0.0,0.0,192.0,0.0,936.2,712.2,90,54.32
461,339.0,0.0,0.0,197.0,0.0,968.0,781.0,28,32.04
462,277.1,0.0,97.4,160.6,11.8,973.9,875.6,100,55.64
463,290.2,193.5,0.0,185.7,0.0,998.2,704.3,28,33.04
464,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,21.29
465,531.3,0.0,0.0,141.8,28.2,852.1,893.7,91,59.2
466,194.7,0.0,100.5,170.2,7.5,998.0,901.8,3,12.18
467,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,32.72
468,173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,32.1
469,339.0,0.0,0.0,197.0,0.0,968.0,781.0,180,36.45
470,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99
471,284.0,120.0,0.0,168.0,7.0,970.0,794.0,28,40.93
472,375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7,26.06
473,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,29.75
474,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,14,33.36
475,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,31.97
476,359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,59.49
477,336.0,0.0,0.0,182.0,3.0,986.0,817.0,28,44.86
478,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28,41.41
479,385.0,0.0,0.0,186.0,0.0,966.0,763.0,7,23.22
480,318.8,212.5,0.0,155.7,14.3,852.1,880.4,56,66.1
481,332.5,142.5,0.0,228.0,0.0,932.0,594.0,90,37.72
482,193.5,290.2,0.0,185.7,0.0,998.2,704.3,28,32.63
483,322.2,0.0,115.6,196.0,10.4,817.9,813.4,28,31.18
484,144.0,0.0,175.0,158.0,18.0,943.0,844.0,28,15.42
485,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,14.94
486,375.0,93.8,0.0,126.6,23.4,852.1,992.6,56,60.2
487,359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,23.64
488,153.0,145.0,0.0,178.0,8.0,1000.0,822.0,28,19.01
489,298.2,0.0,107.0,209.7,11.1,879.6,744.2,28,31.88
490,326.0,166.0,0.0,174.0,9.0,882.0,790.0,28,61.23
491,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,100,39.61
492,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28,24.85
493,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,52.2
494,475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28,57.23
495,401.8,94.7,0.0,147.4,11.4,946.8,852.1,91,75.5
496,289.0,0.0,0.0,192.0,0.0,913.2,895.3,3,11.65
497,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,14,26.77
498,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,3,19.42
499,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120,40.86
500,425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29
501,337.9,189.0,0.0,174.9,9.5,944.7,755.8,28,49.9
502,190.0,190.0,0.0,228.0,0.0,932.0,670.0,180,46.93
503,307.0,0.0,0.0,193.0,0.0,968.0,812.0,28,27.53
504,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14,29.93
505,150.9,0.0,183.9,166.6,11.6,991.2,772.2,28,15.57
506,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56,51.96
507,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,28,31.64
508,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3
509,254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,9.31
510,290.4,0.0,96.2,168.1,9.4,961.2,865.0,14,34.67
511,288.0,192.0,0.0,192.0,0.0,932.0,717.8,7,23.52
512,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180,41.05
513,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,14,22.32
514,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,14,30.39
515,153.1,145.0,113.0,178.5,8.0,867.2,824.0,28,26.23
516,252.3,0.0,98.8,146.3,14.2,987.8,889.0,28,50.6
517,522.0,0.0,0.0,146.0,0.0,896.0,896.0,7,50.51
518,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100,37.96
519,173.0,116.0,0.0,192.0,0.0,946.8,856.8,28,24.28
520,157.0,236.0,0.0,192.0,0.0,935.4,781.2,28,33.66
521,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,18.13
522,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94
523,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,66.6
524,475.0,118.8,0.0,181.1,8.9,852.1,781.5,91,74.19
525,469.0,117.2,0.0,137.8,32.2,852.1,840.5,56,69.3
526,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,28,24.9
527,491.0,26.0,123.0,201.0,3.9,822.0,699.0,28,57.92
528,222.4,0.0,96.7,189.3,4.5,967.1,870.3,100,40.71
529,252.3,0.0,98.8,146.3,14.2,987.8,889.0,3,21.78
530,108.3,162.4,0.0,203.5,0.0,938.2,849.0,28,20.59
531,385.0,0.0,0.0,186.0,0.0,966.0,763.0,14,27.92
532,136.0,162.0,126.0,172.0,10.0,923.0,764.0,28,29.07
533,322.0,149.0,0.0,186.0,8.0,951.0,709.0,28,52.42
534,152.0,0.0,112.0,184.0,8.0,992.0,816.0,28,12.18
535,296.0,0.0,107.0,221.0,11.0,819.0,778.0,28,31.42
536,157.0,214.0,152.0,200.0,9.0,819.0,704.0,28,33.05
537,238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,17.58
538,531.3,0.0,0.0,141.8,28.2,852.1,893.7,3,41.3
539,374.0,0.0,0.0,190.0,7.0,1013.0,730.0,28,39.05
540,236.0,157.0,0.0,192.0,0.0,972.6,749.1,90,47.78
541,156.0,178.0,187.0,221.0,7.0,854.0,614.0,28,29.41
542,313.0,0.0,113.0,178.0,8.0,1002.0,689.0,28,36.8
543,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3,18.0
544,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,27.83
545,393.0,0.0,0.0,192.0,0.0,940.0,758.0,3,19.11
546,297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7,30.96
547,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2
548,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,14,21.5
549,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,28,33.27
550,147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28,26.92
551,304.0,76.0,0.0,228.0,0.0,932.0,670.0,90,49.19
552,296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28,25.18
553,397.0,17.2,158.0,167.0,20.8,967.0,633.0,28,55.65
554,152.6,238.7,0.0,200.0,6.3,1001.8,683.9,28,26.86
555,260.9,100.5,78.3,200.6,8.6,864.5,761.5,28,32.4
556,192.0,288.0,0.0,192.0,0.0,929.8,716.1,3,12.79
557,250.0,0.0,95.7,187.4,5.5,956.9,861.2,28,29.22
558,491.0,26.0,123.0,210.0,3.9,882.0,699.0,28,55.55
559,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,35.36
560,305.3,203.5,0.0,203.5,0.0,965.4,631.0,28,43.38
561,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28,33.73
562,427.5,47.5,0.0,228.0,0.0,932.0,594.0,90,41.54
563,389.9,189.0,0.0,145.9,22.0,944.7,755.8,7,59.09
564,380.0,0.0,0.0,228.0,0.0,932.0,670.0,365,52.52
565,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,28,24.48
566,254.0,0.0,0.0,198.0,0.0,968.0,863.0,365,29.79
567,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2
568,252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,19.77
569,279.8,128.9,100.4,172.4,9.5,825.1,804.9,28,52.83
570,170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7,10.73
571,284.0,15.0,141.0,179.0,5.5,842.0,801.0,3,13.4
572,198.6,132.4,0.0,192.0,0.0,978.4,825.5,180,41.72
573,277.0,0.0,0.0,191.0,0.0,968.0,856.0,14,21.26
574,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9
575,389.9,189.0,0.0,145.9,22.0,944.7,755.8,28,74.5
576,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14,42.22
577,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,56,28.63
578,427.5,47.5,0.0,228.0,0.0,932.0,594.0,28,37.43
579,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,56,35.57
580,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7,17.24
581,198.6,132.4,0.0,192.0,0.0,978.4,825.5,7,14.64
582,155.6,243.5,0.0,180.3,10.7,1022.0,697.7,28,37.36
583,277.0,117.0,91.0,191.0,7.0,946.0,666.0,28,43.57
584,154.8,183.4,0.0,193.3,9.1,1047.4,696.7,28,18.29
585,237.5,237.5,0.0,228.0,0.0,932.0,594.0,7,26.26
586,236.9,91.7,71.5,246.9,6.0,852.9,695.4,28,28.63
587,287.3,120.5,93.9,187.6,9.2,904.4,695.9,28,43.8
588,250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28,20.87
589,255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,18.75
590,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,23.35
591,333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,23.4
592,190.0,190.0,0.0,228.0,0.0,932.0,670.0,270,50.66
593,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82
594,516.0,0.0,0.0,162.0,8.2,801.0,802.0,28,41.37
595,155.0,0.0,143.0,193.0,9.0,877.0,868.0,28,9.74
596,249.1,0.0,98.8,158.1,12.8,987.8,889.0,56,42.03
597,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,56,53.46
598,382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28,37.42
599,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,3,13.18
600,200.0,133.0,0.0,192.0,0.0,965.4,806.2,3,11.41
601,255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7,17.24
602,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,37.68
603,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14,33.01
604,148.0,0.0,182.0,181.0,15.0,839.0,884.0,28,15.52
605,290.4,0.0,96.2,168.1,9.4,961.2,865.0,100,48.97
606,289.0,134.0,0.0,195.0,6.0,924.0,760.0,28,46.24
607,157.0,236.0,0.0,192.0,0.0,935.4,781.2,7,16.89
608,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,3,10.76
609,144.0,170.0,133.0,192.0,8.0,814.0,805.0,28,29.87
610,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,31.12
611,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28,28.24
612,350.0,0.0,0.0,203.0,0.0,974.0,775.0,56,29.98
613,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09
614,252.3,0.0,98.8,146.3,14.2,987.8,889.0,14,42.29
615,322.0,0.0,0.0,203.0,0.0,974.0,800.0,14,20.77
616,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,3,15.04
617,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77
618,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3
619,393.0,0.0,0.0,192.0,0.0,940.6,785.6,28,39.6
620,183.9,122.6,0.0,203.5,0.0,959.2,800.0,7,10.79
621,141.3,212.0,0.0,203.5,0.0,971.8,748.5,3,4.83
622,250.2,166.8,0.0,203.5,0.0,977.6,694.1,90,47.71
623,310.0,0.0,0.0,192.0,0.0,970.0,850.0,28,27.92
624,200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28,12.25
625,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,56,31.54
626,158.6,148.9,116.0,175.1,15.0,953.3,719.7,28,27.68
627,154.8,183.4,0.0,193.3,9.1,877.2,867.7,28,23.79
628,150.7,0.0,185.3,166.7,15.6,1074.5,678.0,28,13.46
629,491.0,26.0,123.0,201.0,3.9,822.0,699.0,7,37.92
630,142.0,167.0,130.0,174.0,11.0,883.0,785.0,28,44.61
631,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28,45.71
632,500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28,69.84
633,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90,37.91
634,397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,25.45
635,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,56,44.14
636,337.9,189.0,0.0,174.9,9.5,944.7,755.8,91,67.8
637,148.0,0.0,137.0,158.0,16.0,1002.0,830.0,28,17.95
638,300.0,0.0,120.0,212.0,10.0,878.0,728.0,28,23.84
639,153.0,102.0,0.0,192.0,0.0,888.0,943.1,28,17.96
640,236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,24.1
641,236.0,0.0,0.0,193.0,0.0,968.0,885.0,7,9.99
642,387.0,20.0,94.0,157.0,14.3,938.0,845.0,28,50.24
643,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100,43.58
644,225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28,17.34
645,427.5,47.5,0.0,228.0,0.0,932.0,594.0,180,41.84
646,388.6,97.1,0.0,157.9,12.1,852.1,925.7,91,57.6
647,475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,58.52
648,143.0,169.4,142.7,190.7,8.4,967.4,643.5,28,29.73
649,255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,32.05
650,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91,56.5
651,252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,55.83
652,153.0,102.0,0.0,192.0,0.0,888.0,943.1,90,26.32
653,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,100,37.34
654,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,100,40.15
655,156.0,243.0,0.0,180.0,11.0,1022.0,698.0,28,37.36
656,261.0,100.0,78.0,201.0,9.0,864.0,761.0,28,32.4
657,236.0,157.0,0.0,192.0,0.0,972.6,749.1,28,32.88
658,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28,38.5
659,277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,32.33
660,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7,9.01
661,387.0,20.0,94.0,157.0,13.9,938.0,845.0,7,45.9
662,323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,74.7
663,265.0,111.0,86.0,195.0,6.0,833.0,790.0,28,41.54
664,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100,58.61
665,153.0,145.0,113.0,178.0,8.0,1002.0,689.0,28,25.56
666,387.0,20.0,94.0,157.0,13.9,938.0,845.0,3,25.51
667,220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7,13.09
668,236.0,0.0,0.0,194.0,0.0,968.0,885.0,14,12.84
669,233.8,0.0,94.6,197.9,4.6,947.0,852.2,100,34.56
670,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,64.9
671,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,3,15.61
672,116.0,173.0,0.0,192.0,0.0,909.8,891.9,90,31.02
673,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,25.02
674,153.0,102.0,0.0,192.0,0.0,888.0,943.1,7,8.37
675,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3
676,165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28,18.03
677,159.0,209.0,161.0,201.0,7.0,848.0,669.0,28,30.88
678,198.6,132.4,0.0,192.0,0.0,978.4,825.5,90,38.07
679,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,3,15.44
680,425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,46.8
681,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,14,20.08
682,139.7,163.9,127.7,236.7,5.8,868.6,655.6,28,35.23
683,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14,59.76
684,381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,22.49
685,310.0,0.0,0.0,192.0,0.0,970.0,850.0,180,37.33
686,281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28,22.44
687,159.0,187.0,0.0,176.0,11.0,990.0,789.0,28,32.76
688,289.0,0.0,0.0,192.0,0.0,913.2,895.3,28,25.57
689,313.3,145.0,0.0,178.5,8.0,1001.9,688.7,28,41.05
690,289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,32.07
691,154.8,0.0,142.8,193.3,9.1,1047.4,696.7,28,12.46
692,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,56,60.32
693,475.0,118.8,0.0,181.1,8.9,852.1,781.5,3,37.8
694,192.0,288.0,0.0,192.0,0.0,929.8,716.1,7,21.48
695,425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4
696,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,100,47.74
697,148.5,139.4,108.6,192.7,6.1,892.4,780.0,28,23.7
698,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3
699,330.5,169.6,0.0,194.9,8.1,811.0,802.3,28,56.62
700,424.0,22.0,132.0,168.0,8.9,822.0,750.0,56,74.36
701,148.1,0.0,182.1,181.4,15.0,838.9,884.3,28,15.53
702,194.7,0.0,100.5,170.2,7.5,998.0,901.8,100,44.28
703,158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,21.07
704,382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,11.47
705,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66
706,250.0,0.0,95.7,187.4,5.5,956.9,861.2,100,42.35
707,162.0,190.1,148.1,178.8,18.8,838.1,741.4,28,33.76
708,331.0,0.0,0.0,192.0,0.0,978.0,825.0,3,13.52
709,321.0,164.0,0.0,190.0,5.0,870.0,774.0,28,57.21
710,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3,15.34
711,249.1,0.0,98.8,158.1,12.8,987.8,889.0,28,30.85
712,116.0,173.0,0.0,192.0,0.0,909.8,891.9,28,22.35
713,401.8,94.7,0.0,147.4,11.4,946.8,852.1,56,73.7
714,297.8,137.2,106.9,201.3,6.0,878.4,655.3,28,53.52
715,290.4,0.0,96.2,168.1,9.4,961.2,865.0,56,45.08
716,233.8,0.0,94.6,197.9,4.6,947.0,852.2,14,22.14
717,381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7,14.54
718,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100,50.08
719,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,100,40.86
720,302.0,0.0,0.0,203.0,0.0,974.0,817.0,14,18.13
721,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3,24.4
722,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,52.61
723,166.8,250.2,0.0,203.5,0.0,975.6,692.6,28,33.95
724,313.3,145.0,0.0,178.5,8.0,867.2,824.0,28,40.93
725,295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7,14.8
726,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,3,11.98
727,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100,45.37
728,141.3,212.0,0.0,203.5,0.0,971.8,748.5,28,29.89
729,375.0,93.8,0.0,126.6,23.4,852.1,992.6,91,62.5
730,186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,17.6
731,312.7,144.7,0.0,127.3,8.0,999.7,822.2,28,44.52
732,167.0,187.0,195.0,185.0,7.0,898.0,636.0,28,23.89
733,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3
734,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14
735,315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28,81.75
736,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,3,13.12
737,425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29
738,200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,43.25
739,339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28,31.84
740,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3,8.06
741,277.0,0.0,0.0,191.0,0.0,968.0,856.0,360,33.7
742,173.0,116.0,0.0,192.0,0.0,946.8,856.8,7,11.39
743,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,56,36.64
744,155.0,0.0,143.0,193.0,9.0,1047.0,697.0,28,12.46
745,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,57.03
746,296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7,18.91
747,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,53.96
748,380.0,0.0,0.0,228.0,0.0,932.0,670.0,270,53.3
749,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,28,25.72
750,266.0,114.0,0.0,228.0,0.0,932.0,670.0,180,48.7
751,380.0,0.0,0.0,228.0,0.0,932.0,670.0,90,52.91
752,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,100,33.56
753,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56,39.15
754,149.0,236.0,0.0,176.0,13.0,847.0,893.0,28,32.96
755,307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,34.49
756,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28,51.33
757,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270,67.11
758,380.0,95.0,0.0,228.0,0.0,932.0,594.0,270,41.15
759,186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7,8.0
760,380.0,0.0,0.0,228.0,0.0,932.0,670.0,180,53.1
761,355.0,19.0,97.0,145.0,13.1,967.0,871.0,28,44.03
762,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360,42.13
763,143.7,170.2,132.6,191.6,8.5,814.1,805.3,28,29.87
764,202.0,11.0,141.0,206.0,1.7,942.0,801.0,28,21.97
